stt,age,inc,eth,sex,edu,pop2008
MA,45-64,$150k+,Black,Female,< HS,170
MA,45-64,$150k+,Black,Female,HS,153
MA,45-64,$150k+,Black,Female,Some Coll,652
MA,45-64,$150k+,Black,Female,Coll,552
MA,45-64,$150k+,Black,Female,Post-Grad,1128
MA,45-64,$150k+,Hispanic,Male,< HS,137
MA,45-64,$150k+,Hispanic,Male,HS,105
MA,45-64,$150k+,Hispanic,Male,Some Coll,285
MA,45-64,$150k+,Hispanic,Male,Coll,298
MA,45-64,$150k+,Hispanic,Male,Post-Grad,737
MA,45-64,$150k+,Hispanic,Female,< HS,106
MA,45-64,$150k+,Hispanic,Female,HS,103
MA,45-64,$150k+,Hispanic,Female,Some Coll,564
MA,45-64,$150k+,Hispanic,Female,Coll,384
MA,45-64,$150k+,Hispanic,Female,Post-Grad,604
MA,45-64,$150k+,Other,Male,< HS,292
MA,45-64,$150k+,Other,Male,HS,490
MA,45-64,$150k+,Other,Male,Some Coll,380
MA,45-64,$150k+,Other,Male,Coll,877
MA,45-64,$150k+,Other,Male,Post-Grad,2923
MA,45-64,$150k+,Other,Female,< HS,259
MA,45-64,$150k+,Other,Female,HS,510
MA,45-64,$150k+,Other,Female,Some Coll,676
MA,45-64,$150k+,Other,Female,Coll,1220
MA,45-64,$150k+,Other,Female,Post-Grad,1956
MA,65+,$0-20k,White,Male,< HS,17260
MA,65+,$0-20k,White,Male,HS,15873
MA,65+,$0-20k,White,Male,Some Coll,6833
MA,65+,$0-20k,White,Male,Coll,3683
MA,65+,$0-20k,White,Male,Post-Grad,2398
MA,65+,$0-20k,White,Female,< HS,36744
MA,65+,$0-20k,White,Female,HS,54626
MA,65+,$0-20k,White,Female,Some Coll,18676
MA,65+,$0-20k,White,Female,Coll,6512
MA,65+,$0-20k,White,Female,Post-Grad,4180
MA,65+,$0-20k,Black,Male,< HS,1230
MA,65+,$0-20k,Black,Male,HS,571
MA,65+,$0-20k,Black,Male,Some Coll,407
MA,65+,$0-20k,Black,Male,Coll,48
MA,65+,$0-20k,Black,Male,Post-Grad,92
MA,65+,$0-20k,Black,Female,< HS,2198
MA,65+,$0-20k,Black,Female,HS,1984
MA,65+,$0-20k,Black,Female,Some Coll,740
MA,65+,$0-20k,Black,Female,Coll,179
MA,65+,$0-20k,Black,Female,Post-Grad,71
MA,65+,$0-20k,Hispanic,Male,< HS,2344
MA,65+,$0-20k,Hispanic,Male,HS,492
MA,65+,$0-20k,Hispanic,Male,Some Coll,112
MA,65+,$0-20k,Hispanic,Male,Coll,142
MA,65+,$0-20k,Hispanic,Male,Post-Grad,31
MA,65+,$0-20k,Hispanic,Female,< HS,3434
MA,65+,$0-20k,Hispanic,Female,HS,796
MA,65+,$0-20k,Hispanic,Female,Some Coll,325
MA,65+,$0-20k,Hispanic,Female,Coll,164
MA,65+,$0-20k,Hispanic,Female,Post-Grad,22
MA,65+,$0-20k,Other,Male,< HS,1130
MA,65+,$0-20k,Other,Male,HS,622
MA,65+,$0-20k,Other,Male,Some Coll,312
MA,65+,$0-20k,Other,Male,Coll,298
MA,65+,$0-20k,Other,Male,Post-Grad,315
MA,65+,$0-20k,Other,Female,< HS,2286
MA,65+,$0-20k,Other,Female,HS,1211
MA,65+,$0-20k,Other,Female,Some Coll,403
MA,65+,$0-20k,Other,Female,Coll,131
MA,65+,$0-20k,Other,Female,Post-Grad,294
MA,65+,$20-40k,White,Male,< HS,20827
MA,65+,$20-40k,White,Male,HS,30379
MA,65+,$20-40k,White,Male,Some Coll,14464
MA,65+,$20-40k,White,Male,Coll,8932
MA,65+,$20-40k,White,Male,Post-Grad,5702
MA,65+,$20-40k,White,Female,< HS,20411
MA,65+,$20-40k,White,Female,HS,52605
MA,65+,$20-40k,White,Female,Some Coll,22040
MA,65+,$20-40k,White,Female,Coll,10808
MA,65+,$20-40k,White,Female,Post-Grad,7484
MA,65+,$20-40k,Black,Male,< HS,905
MA,65+,$20-40k,Black,Male,HS,514
MA,65+,$20-40k,Black,Male,Some Coll,293
MA,65+,$20-40k,Black,Male,Coll,141
MA,65+,$20-40k,Black,Male,Post-Grad,32
MA,65+,$20-40k,Black,Female,< HS,1021
MA,65+,$20-40k,Black,Female,HS,1098
MA,65+,$20-40k,Black,Female,Some Coll,473
MA,65+,$20-40k,Black,Female,Coll,124
MA,65+,$20-40k,Black,Female,Post-Grad,245
MA,65+,$20-40k,Hispanic,Male,< HS,885
MA,65+,$20-40k,Hispanic,Male,HS,610
MA,65+,$20-40k,Hispanic,Male,Some Coll,110
MA,65+,$20-40k,Hispanic,Male,Coll,45
MA,65+,$20-40k,Hispanic,Male,Post-Grad,66
MA,65+,$20-40k,Hispanic,Female,< HS,926
MA,65+,$20-40k,Hispanic,Female,HS,653
MA,65+,$20-40k,Hispanic,Female,Some Coll,59
MA,65+,$20-40k,Hispanic,Female,Coll,131
MA,65+,$20-40k,Hispanic,Female,Post-Grad,139
MA,65+,$20-40k,Other,Male,< HS,445
MA,65+,$20-40k,Other,Male,HS,416
MA,65+,$20-40k,Other,Male,Some Coll,379
MA,65+,$20-40k,Other,Male,Coll,341
MA,65+,$20-40k,Other,Male,Post-Grad,327
MA,65+,$20-40k,Other,Female,< HS,816
MA,65+,$20-40k,Other,Female,HS,820
MA,65+,$20-40k,Other,Female,Some Coll,122
MA,65+,$20-40k,Other,Female,Coll,161
MA,65+,$20-40k,Other,Female,Post-Grad,104
MA,65+,$40-75k,White,Male,< HS,13800
MA,65+,$40-75k,White,Male,HS,24825
MA,65+,$40-75k,White,Male,Some Coll,18749
MA,65+,$40-75k,White,Male,Coll,13111
MA,65+,$40-75k,White,Male,Post-Grad,12407
MA,65+,$40-75k,White,Female,< HS,13936
MA,65+,$40-75k,White,Female,HS,40555
MA,65+,$40-75k,White,Female,Some Coll,21702
MA,65+,$40-75k,White,Female,Coll,11464
MA,65+,$40-75k,White,Female,Post-Grad,10107
MA,65+,$40-75k,Black,Male,< HS,553
MA,65+,$40-75k,Black,Male,HS,867
MA,65+,$40-75k,Black,Male,Some Coll,523
MA,65+,$40-75k,Black,Male,Coll,153
MA,65+,$40-75k,Black,Male,Post-Grad,120
MA,65+,$40-75k,Black,Female,< HS,488
MA,65+,$40-75k,Black,Female,HS,1008
MA,65+,$40-75k,Black,Female,Some Coll,265
MA,65+,$40-75k,Black,Female,Coll,337
MA,65+,$40-75k,Black,Female,Post-Grad,209
MA,65+,$40-75k,Hispanic,Male,< HS,396
MA,65+,$40-75k,Hispanic,Male,HS,193
MA,65+,$40-75k,Hispanic,Male,Some Coll,80
MA,65+,$40-75k,Hispanic,Male,Coll,50
MA,65+,$40-75k,Hispanic,Male,Post-Grad,202
MA,65+,$40-75k,Hispanic,Female,< HS,643
MA,65+,$40-75k,Hispanic,Female,HS,210
MA,65+,$40-75k,Hispanic,Female,Some Coll,231
MA,65+,$40-75k,Hispanic,Female,Coll,69
MA,65+,$40-75k,Hispanic,Female,Post-Grad,102
MA,65+,$40-75k,Other,Male,< HS,320
MA,65+,$40-75k,Other,Male,HS,352
MA,65+,$40-75k,Other,Male,Some Coll,233
MA,65+,$40-75k,Other,Male,Coll,304
MA,65+,$40-75k,Other,Male,Post-Grad,532
MA,65+,$40-75k,Other,Female,< HS,536
MA,65+,$40-75k,Other,Female,HS,271
MA,65+,$40-75k,Other,Female,Some Coll,290
MA,65+,$40-75k,Other,Female,Coll,311
MA,65+,$40-75k,Other,Female,Post-Grad,225
MA,65+,$75-150k,White,Male,< HS,6917
MA,65+,$75-150k,White,Male,HS,13901
MA,65+,$75-150k,White,Male,Some Coll,11700
MA,65+,$75-150k,White,Male,Coll,11967
MA,65+,$75-150k,White,Male,Post-Grad,15054
MA,65+,$75-150k,White,Female,< HS,7334
MA,65+,$75-150k,White,Female,HS,22124
MA,65+,$75-150k,White,Female,Some Coll,12556
MA,65+,$75-150k,White,Female,Coll,9028
MA,65+,$75-150k,White,Female,Post-Grad,8762
MA,65+,$75-150k,Black,Male,< HS,354
MA,65+,$75-150k,Black,Male,HS,563
MA,65+,$75-150k,Black,Male,Some Coll,206
MA,65+,$75-150k,Black,Male,Coll,134
MA,65+,$75-150k,Black,Male,Post-Grad,259
MA,65+,$75-150k,Black,Female,< HS,413
MA,65+,$75-150k,Black,Female,HS,539
MA,65+,$75-150k,Black,Female,Some Coll,320
MA,65+,$75-150k,Black,Female,Coll,79
MA,65+,$75-150k,Black,Female,Post-Grad,34
MA,65+,$75-150k,Hispanic,Male,< HS,252
MA,65+,$75-150k,Hispanic,Male,HS,311
MA,65+,$75-150k,Hispanic,Male,Some Coll,25
MA,65+,$75-150k,Hispanic,Male,Coll,22
MA,65+,$75-150k,Hispanic,Male,Post-Grad,98
MA,65+,$75-150k,Hispanic,Female,< HS,715
MA,65+,$75-150k,Hispanic,Female,HS,265
MA,65+,$75-150k,Hispanic,Female,Some Coll,49
MA,65+,$75-150k,Hispanic,Female,Coll,178
MA,65+,$75-150k,Hispanic,Female,Post-Grad,112
MA,65+,$75-150k,Other,Male,< HS,400
MA,65+,$75-150k,Other,Male,HS,320
MA,65+,$75-150k,Other,Male,Some Coll,361
MA,65+,$75-150k,Other,Male,Coll,255
MA,65+,$75-150k,Other,Male,Post-Grad,360
MA,65+,$75-150k,Other,Female,< HS,677
MA,65+,$75-150k,Other,Female,HS,304
MA,65+,$75-150k,Other,Female,Some Coll,195
MA,65+,$75-150k,Other,Female,Coll,212
MA,65+,$75-150k,Other,Female,Post-Grad,162
MA,65+,$150k+,White,Male,< HS,1466
MA,65+,$150k+,White,Male,HS,3194
MA,65+,$150k+,White,Male,Some Coll,2680
MA,65+,$150k+,White,Male,Coll,6298
MA,65+,$150k+,White,Male,Post-Grad,11953
MA,65+,$150k+,White,Female,< HS,1814
MA,65+,$150k+,White,Female,HS,6673
MA,65+,$150k+,White,Female,Some Coll,5381
MA,65+,$150k+,White,Female,Coll,5445
MA,65+,$150k+,White,Female,Post-Grad,5209
MA,65+,$150k+,Black,Male,< HS,47
MA,65+,$150k+,Black,Male,HS,75
MA,65+,$150k+,Black,Male,Some Coll,34
MA,65+,$150k+,Black,Male,Coll,44
MA,65+,$150k+,Black,Male,Post-Grad,145
MA,65+,$150k+,Black,Female,< HS,200
MA,65+,$150k+,Black,Female,HS,80
MA,65+,$150k+,Black,Female,Some Coll,163
MA,65+,$150k+,Black,Female,Coll,0
MA,65+,$150k+,Black,Female,Post-Grad,20
MA,65+,$150k+,Hispanic,Male,< HS,0
MA,65+,$150k+,Hispanic,Male,HS,46
MA,65+,$150k+,Hispanic,Male,Some Coll,0
MA,65+,$150k+,Hispanic,Male,Coll,21
MA,65+,$150k+,Hispanic,Male,Post-Grad,62
MA,65+,$150k+,Hispanic,Female,< HS,0
MA,65+,$150k+,Hispanic,Female,HS,72
MA,65+,$150k+,Hispanic,Female,Some Coll,72
MA,65+,$150k+,Hispanic,Female,Coll,51
MA,65+,$150k+,Hispanic,Female,Post-Grad,32
MA,65+,$150k+,Other,Male,< HS,105
MA,65+,$150k+,Other,Male,HS,56
MA,65+,$150k+,Other,Male,Some Coll,20
MA,65+,$150k+,Other,Male,Coll,191
MA,65+,$150k+,Other,Male,Post-Grad,498
MA,65+,$150k+,Other,Female,< HS,334
MA,65+,$150k+,Other,Female,HS,252
MA,65+,$150k+,Other,Female,Some Coll,124
MA,65+,$150k+,Other,Female,Coll,235
MA,65+,$150k+,Other,Female,Post-Grad,321
MI,18-29,$0-20k,White,Male,< HS,15892
MI,18-29,$0-20k,White,Male,HS,20281
MI,18-29,$0-20k,White,Male,Some Coll,30725
MI,18-29,$0-20k,White,Male,Coll,6539
MI,18-29,$0-20k,White,Male,Post-Grad,837
MI,18-29,$0-20k,White,Female,< HS,16107
MI,18-29,$0-20k,White,Female,HS,25302
MI,18-29,$0-20k,White,Female,Some Coll,38710
MI,18-29,$0-20k,White,Female,Coll,8485
MI,18-29,$0-20k,White,Female,Post-Grad,1347
MI,18-29,$0-20k,Black,Male,< HS,10170
MI,18-29,$0-20k,Black,Male,HS,8184
MI,18-29,$0-20k,Black,Male,Some Coll,6119
MI,18-29,$0-20k,Black,Male,Coll,498
MI,18-29,$0-20k,Black,Male,Post-Grad,97
MI,18-29,$0-20k,Black,Female,< HS,9014
MI,18-29,$0-20k,Black,Female,HS,16279
MI,18-29,$0-20k,Black,Female,Some Coll,12458
MI,18-29,$0-20k,Black,Female,Coll,1403
MI,18-29,$0-20k,Black,Female,Post-Grad,171
MI,18-29,$0-20k,Hispanic,Male,< HS,1464
MI,18-29,$0-20k,Hispanic,Male,HS,1553
MI,18-29,$0-20k,Hispanic,Male,Some Coll,1338
MI,18-29,$0-20k,Hispanic,Male,Coll,145
MI,18-29,$0-20k,Hispanic,Male,Post-Grad,14
MI,18-29,$0-20k,Hispanic,Female,< HS,1598
MI,18-29,$0-20k,Hispanic,Female,HS,1640
MI,18-29,$0-20k,Hispanic,Female,Some Coll,2401
MI,18-29,$0-20k,Hispanic,Female,Coll,60
MI,18-29,$0-20k,Hispanic,Female,Post-Grad,0
MI,18-29,$0-20k,Other,Male,< HS,871
MI,18-29,$0-20k,Other,Male,HS,1419
MI,18-29,$0-20k,Other,Male,Some Coll,1705
MI,18-29,$0-20k,Other,Male,Coll,427
MI,18-29,$0-20k,Other,Male,Post-Grad,256
MI,18-29,$0-20k,Other,Female,< HS,859
MI,18-29,$0-20k,Other,Female,HS,1011
MI,18-29,$0-20k,Other,Female,Some Coll,2962
MI,18-29,$0-20k,Other,Female,Coll,859
MI,18-29,$0-20k,Other,Female,Post-Grad,186
MI,18-29,$20-40k,White,Male,< HS,18452
MI,18-29,$20-40k,White,Male,HS,41512
MI,18-29,$20-40k,White,Male,Some Coll,44293
MI,18-29,$20-40k,White,Male,Coll,10929
MI,18-29,$20-40k,White,Male,Post-Grad,1476
MI,18-29,$20-40k,White,Female,< HS,13161
MI,18-29,$20-40k,White,Female,HS,33352
MI,18-29,$20-40k,White,Female,Some Coll,50618
MI,18-29,$20-40k,White,Female,Coll,15010
MI,18-29,$20-40k,White,Female,Post-Grad,1651
MI,18-29,$20-40k,Black,Male,< HS,8206
MI,18-29,$20-40k,Black,Male,HS,11332
MI,18-29,$20-40k,Black,Male,Some Coll,6452
MI,18-29,$20-40k,Black,Male,Coll,708
MI,18-29,$20-40k,Black,Male,Post-Grad,243
MI,18-29,$20-40k,Black,Female,< HS,5100
MI,18-29,$20-40k,Black,Female,HS,10189
MI,18-29,$20-40k,Black,Female,Some Coll,12369
MI,18-29,$20-40k,Black,Female,Coll,2701
MI,18-29,$20-40k,Black,Female,Post-Grad,95
MI,18-29,$20-40k,Hispanic,Male,< HS,2227
MI,18-29,$20-40k,Hispanic,Male,HS,2173
MI,18-29,$20-40k,Hispanic,Male,Some Coll,1340
MI,18-29,$20-40k,Hispanic,Male,Coll,326
MI,18-29,$20-40k,Hispanic,Male,Post-Grad,51
MI,18-29,$20-40k,Hispanic,Female,< HS,1721
MI,18-29,$20-40k,Hispanic,Female,HS,2460
MI,18-29,$20-40k,Hispanic,Female,Some Coll,2207
MI,18-29,$20-40k,Hispanic,Female,Coll,315
MI,18-29,$20-40k,Hispanic,Female,Post-Grad,0
MI,18-29,$20-40k,Other,Male,< HS,1013
MI,18-29,$20-40k,Other,Male,HS,1980
MI,18-29,$20-40k,Other,Male,Some Coll,1806
MI,18-29,$20-40k,Other,Male,Coll,259
MI,18-29,$20-40k,Other,Male,Post-Grad,157
MI,18-29,$20-40k,Other,Female,< HS,690
MI,18-29,$20-40k,Other,Female,HS,1654
MI,18-29,$20-40k,Other,Female,Some Coll,2428
MI,18-29,$20-40k,Other,Female,Coll,756
MI,18-29,$20-40k,Other,Female,Post-Grad,163
MI,18-29,$40-75k,White,Male,< HS,21503
MI,18-29,$40-75k,White,Male,HS,62660
MI,18-29,$40-75k,White,Male,Some Coll,65556
MI,18-29,$40-75k,White,Male,Coll,23982
MI,18-29,$40-75k,White,Male,Post-Grad,3851
MI,18-29,$40-75k,White,Female,< HS,13554
MI,18-29,$40-75k,White,Female,HS,42242
MI,18-29,$40-75k,White,Female,Some Coll,74107
MI,18-29,$40-75k,White,Female,Coll,32255
MI,18-29,$40-75k,White,Female,Post-Grad,5028
MI,18-29,$40-75k,Black,Male,< HS,5548
MI,18-29,$40-75k,Black,Male,HS,12483
MI,18-29,$40-75k,Black,Male,Some Coll,8885
MI,18-29,$40-75k,Black,Male,Coll,1586
MI,18-29,$40-75k,Black,Male,Post-Grad,359
MI,18-29,$40-75k,Black,Female,< HS,3725
MI,18-29,$40-75k,Black,Female,HS,8098
MI,18-29,$40-75k,Black,Female,Some Coll,12675
MI,18-29,$40-75k,Black,Female,Coll,3528
MI,18-29,$40-75k,Black,Female,Post-Grad,729
MI,18-29,$40-75k,Hispanic,Male,< HS,2576
MI,18-29,$40-75k,Hispanic,Male,HS,3515
MI,18-29,$40-75k,Hispanic,Male,Some Coll,2565
MI,18-29,$40-75k,Hispanic,Male,Coll,232
MI,18-29,$40-75k,Hispanic,Male,Post-Grad,37
MI,18-29,$40-75k,Hispanic,Female,< HS,1239
MI,18-29,$40-75k,Hispanic,Female,HS,3423
MI,18-29,$40-75k,Hispanic,Female,Some Coll,2512
MI,18-29,$40-75k,Hispanic,Female,Coll,692
MI,18-29,$40-75k,Hispanic,Female,Post-Grad,85
MI,18-29,$40-75k,Other,Male,< HS,1083
MI,18-29,$40-75k,Other,Male,HS,1670
MI,18-29,$40-75k,Other,Male,Some Coll,2695
MI,18-29,$40-75k,Other,Male,Coll,887
MI,18-29,$40-75k,Other,Male,Post-Grad,449
MI,18-29,$40-75k,Other,Female,< HS,798
MI,18-29,$40-75k,Other,Female,HS,1463
MI,18-29,$40-75k,Other,Female,Some Coll,2539
MI,18-29,$40-75k,Other,Female,Coll,1638
MI,18-29,$40-75k,Other,Female,Post-Grad,423
MI,18-29,$75-150k,White,Male,< HS,14659
MI,18-29,$75-150k,White,Male,HS,49995
MI,18-29,$75-150k,White,Male,Some Coll,68727
MI,18-29,$75-150k,White,Male,Coll,24811
MI,18-29,$75-150k,White,Male,Post-Grad,3329
MI,18-29,$75-150k,White,Female,< HS,10461
MI,18-29,$75-150k,White,Female,HS,31979
MI,18-29,$75-150k,White,Female,Some Coll,62808
MI,18-29,$75-150k,White,Female,Coll,33380
MI,18-29,$75-150k,White,Female,Post-Grad,6630
MI,18-29,$75-150k,Black,Male,< HS,2669
MI,18-29,$75-150k,Black,Male,HS,6773
MI,18-29,$75-150k,Black,Male,Some Coll,6644
MI,18-29,$75-150k,Black,Male,Coll,1035
MI,18-29,$75-150k,Black,Male,Post-Grad,362
MI,18-29,$75-150k,Black,Female,< HS,1467
MI,18-29,$75-150k,Black,Female,HS,4150
MI,18-29,$75-150k,Black,Female,Some Coll,7072
MI,18-29,$75-150k,Black,Female,Coll,1940
MI,18-29,$75-150k,Black,Female,Post-Grad,520
MI,18-29,$75-150k,Hispanic,Male,< HS,767
MI,18-29,$75-150k,Hispanic,Male,HS,1622
MI,18-29,$75-150k,Hispanic,Male,Some Coll,2457
MI,18-29,$75-150k,Hispanic,Male,Coll,228
MI,18-29,$75-150k,Hispanic,Male,Post-Grad,149
MI,18-29,$75-150k,Hispanic,Female,< HS,278
MI,18-29,$75-150k,Hispanic,Female,HS,1265
MI,18-29,$75-150k,Hispanic,Female,Some Coll,2612
MI,18-29,$75-150k,Hispanic,Female,Coll,641
MI,18-29,$75-150k,Hispanic,Female,Post-Grad,239
MI,18-29,$75-150k,Other,Male,< HS,868
MI,18-29,$75-150k,Other,Male,HS,1528
MI,18-29,$75-150k,Other,Male,Some Coll,2991
MI,18-29,$75-150k,Other,Male,Coll,574
MI,18-29,$75-150k,Other,Male,Post-Grad,255
MI,18-29,$75-150k,Other,Female,< HS,472
MI,18-29,$75-150k,Other,Female,HS,807
MI,18-29,$75-150k,Other,Female,Some Coll,2114
MI,18-29,$75-150k,Other,Female,Coll,1404
MI,18-29,$75-150k,Other,Female,Post-Grad,432
MI,18-29,$150k+,White,Male,< HS,3598
MI,18-29,$150k+,White,Male,HS,8390
MI,18-29,$150k+,White,Male,Some Coll,16051
MI,18-29,$150k+,White,Male,Coll,5487
MI,18-29,$150k+,White,Male,Post-Grad,1087
MI,18-29,$150k+,White,Female,< HS,2151
MI,18-29,$150k+,White,Female,HS,5331
MI,18-29,$150k+,White,Female,Some Coll,12224
MI,18-29,$150k+,White,Female,Coll,6262
MI,18-29,$150k+,White,Female,Post-Grad,1177
MI,18-29,$150k+,Black,Male,< HS,285
MI,18-29,$150k+,Black,Male,HS,698
MI,18-29,$150k+,Black,Male,Some Coll,1182
MI,18-29,$150k+,Black,Male,Coll,147
MI,18-29,$150k+,Black,Male,Post-Grad,305
MI,18-29,$150k+,Black,Female,< HS,45
MI,18-29,$150k+,Black,Female,HS,326
MI,18-29,$150k+,Black,Female,Some Coll,700
MI,18-29,$150k+,Black,Female,Coll,709
MI,18-29,$150k+,Black,Female,Post-Grad,161
MI,18-29,$150k+,Hispanic,Male,< HS,172
MI,18-29,$150k+,Hispanic,Male,HS,333
MI,18-29,$150k+,Hispanic,Male,Some Coll,577
MI,18-29,$150k+,Hispanic,Male,Coll,106
MI,18-29,$150k+,Hispanic,Male,Post-Grad,44
MI,18-29,$150k+,Hispanic,Female,< HS,80
MI,18-29,$150k+,Hispanic,Female,HS,437
MI,18-29,$150k+,Hispanic,Female,Some Coll,320
MI,18-29,$150k+,Hispanic,Female,Coll,221
MI,18-29,$150k+,Hispanic,Female,Post-Grad,0
MI,18-29,$150k+,Other,Male,< HS,163
MI,18-29,$150k+,Other,Male,HS,636
MI,18-29,$150k+,Other,Male,Some Coll,772
MI,18-29,$150k+,Other,Male,Coll,357
MI,18-29,$150k+,Other,Male,Post-Grad,47
MI,18-29,$150k+,Other,Female,< HS,154
MI,18-29,$150k+,Other,Female,HS,322
MI,18-29,$150k+,Other,Female,Some Coll,710
MI,18-29,$150k+,Other,Female,Coll,431
MI,18-29,$150k+,Other,Female,Post-Grad,195
MI,30-44,$0-20k,White,Male,< HS,12196
MI,30-44,$0-20k,White,Male,HS,22820
MI,30-44,$0-20k,White,Male,Some Coll,14967
MI,30-44,$0-20k,White,Male,Coll,3834
MI,30-44,$0-20k,White,Male,Post-Grad,1746
MI,30-44,$0-20k,White,Female,< HS,11926
MI,30-44,$0-20k,White,Female,HS,28453
MI,30-44,$0-20k,White,Female,Some Coll,24809
MI,30-44,$0-20k,White,Female,Coll,4706
MI,30-44,$0-20k,White,Female,Post-Grad,923
MI,30-44,$0-20k,Black,Male,< HS,6539
MI,30-44,$0-20k,Black,Male,HS,12229
MI,30-44,$0-20k,Black,Male,Some Coll,3911
MI,30-44,$0-20k,Black,Male,Coll,435
MI,30-44,$0-20k,Black,Male,Post-Grad,219
MI,30-44,$0-20k,Black,Female,< HS,10428
MI,30-44,$0-20k,Black,Female,HS,16993
MI,30-44,$0-20k,Black,Female,Some Coll,14466
MI,30-44,$0-20k,Black,Female,Coll,1834
MI,30-44,$0-20k,Black,Female,Post-Grad,463
MI,30-44,$0-20k,Hispanic,Male,< HS,1022
MI,30-44,$0-20k,Hispanic,Male,HS,1603
MI,30-44,$0-20k,Hispanic,Male,Some Coll,715
MI,30-44,$0-20k,Hispanic,Male,Coll,239
MI,30-44,$0-20k,Hispanic,Male,Post-Grad,41
MI,30-44,$0-20k,Hispanic,Female,< HS,1099
MI,30-44,$0-20k,Hispanic,Female,HS,1275
MI,30-44,$0-20k,Hispanic,Female,Some Coll,1567
MI,30-44,$0-20k,Hispanic,Female,Coll,211
MI,30-44,$0-20k,Hispanic,Female,Post-Grad,227
MI,30-44,$0-20k,Other,Male,< HS,479
MI,30-44,$0-20k,Other,Male,HS,801
MI,30-44,$0-20k,Other,Male,Some Coll,949
MI,30-44,$0-20k,Other,Male,Coll,233
MI,30-44,$0-20k,Other,Male,Post-Grad,191
MI,30-44,$0-20k,Other,Female,< HS,1003
MI,30-44,$0-20k,Other,Female,HS,921
MI,30-44,$0-20k,Other,Female,Some Coll,1449
MI,30-44,$0-20k,Other,Female,Coll,411
MI,30-44,$0-20k,Other,Female,Post-Grad,328
MI,30-44,$20-40k,White,Male,< HS,16508
MI,30-44,$20-40k,White,Male,HS,51407
MI,30-44,$20-40k,White,Male,Some Coll,34032
MI,30-44,$20-40k,White,Male,Coll,10274
MI,30-44,$20-40k,White,Male,Post-Grad,3093
MI,30-44,$20-40k,White,Female,< HS,11521
MI,30-44,$20-40k,White,Female,HS,44859
MI,30-44,$20-40k,White,Female,Some Coll,48233
MI,30-44,$20-40k,White,Female,Coll,12953
MI,30-44,$20-40k,White,Female,Post-Grad,3384
MI,30-44,$20-40k,Black,Male,< HS,4996
MI,30-44,$20-40k,Black,Male,HS,11538
MI,30-44,$20-40k,Black,Male,Some Coll,7985
MI,30-44,$20-40k,Black,Male,Coll,1173
MI,30-44,$20-40k,Black,Male,Post-Grad,419
MI,30-44,$20-40k,Black,Female,< HS,3566
MI,30-44,$20-40k,Black,Female,HS,15925
MI,30-44,$20-40k,Black,Female,Some Coll,16937
MI,30-44,$20-40k,Black,Female,Coll,2550
MI,30-44,$20-40k,Black,Female,Post-Grad,521
MI,30-44,$20-40k,Hispanic,Male,< HS,1658
MI,30-44,$20-40k,Hispanic,Male,HS,2579
MI,30-44,$20-40k,Hispanic,Male,Some Coll,1451
MI,30-44,$20-40k,Hispanic,Male,Coll,276
MI,30-44,$20-40k,Hispanic,Male,Post-Grad,137
MI,30-44,$20-40k,Hispanic,Female,< HS,1414
MI,30-44,$20-40k,Hispanic,Female,HS,2458
MI,30-44,$20-40k,Hispanic,Female,Some Coll,2171
MI,30-44,$20-40k,Hispanic,Female,Coll,789
MI,30-44,$20-40k,Hispanic,Female,Post-Grad,96
MI,30-44,$20-40k,Other,Male,< HS,926
MI,30-44,$20-40k,Other,Male,HS,1495
MI,30-44,$20-40k,Other,Male,Some Coll,1586
MI,30-44,$20-40k,Other,Male,Coll,573
MI,30-44,$20-40k,Other,Male,Post-Grad,282
MI,30-44,$20-40k,Other,Female,< HS,598
MI,30-44,$20-40k,Other,Female,HS,1730
MI,30-44,$20-40k,Other,Female,Some Coll,1857
MI,30-44,$20-40k,Other,Female,Coll,827
MI,30-44,$20-40k,Other,Female,Post-Grad,398
MI,30-44,$40-75k,White,Male,< HS,19377
MI,30-44,$40-75k,White,Male,HS,99444
MI,30-44,$40-75k,White,Male,Some Coll,100733
MI,30-44,$40-75k,White,Male,Coll,42695
MI,30-44,$40-75k,White,Male,Post-Grad,14004
MI,30-44,$40-75k,White,Female,< HS,12131
MI,30-44,$40-75k,White,Female,HS,79604
MI,30-44,$40-75k,White,Female,Some Coll,101917
MI,30-44,$40-75k,White,Female,Coll,47696
MI,30-44,$40-75k,White,Female,Post-Grad,16036
MI,30-44,$40-75k,Black,Male,< HS,4757
MI,30-44,$40-75k,Black,Male,HS,14757
MI,30-44,$40-75k,Black,Male,Some Coll,13743
MI,30-44,$40-75k,Black,Male,Coll,4030
MI,30-44,$40-75k,Black,Male,Post-Grad,1074
MI,30-44,$40-75k,Black,Female,< HS,2285
MI,30-44,$40-75k,Black,Female,HS,11444
MI,30-44,$40-75k,Black,Female,Some Coll,17256
MI,30-44,$40-75k,Black,Female,Coll,6762
MI,30-44,$40-75k,Black,Female,Post-Grad,3010
MI,30-44,$40-75k,Hispanic,Male,< HS,1735
MI,30-44,$40-75k,Hispanic,Male,HS,3569
MI,30-44,$40-75k,Hispanic,Male,Some Coll,2876
MI,30-44,$40-75k,Hispanic,Male,Coll,1027
MI,30-44,$40-75k,Hispanic,Male,Post-Grad,506
MI,30-44,$40-75k,Hispanic,Female,< HS,1081
MI,30-44,$40-75k,Hispanic,Female,HS,3003
