stt,age,inc,eth,sex,edu,pop2008
MA,18-29,$20-40k,Black,Male,Some Coll,1210
MA,18-29,$20-40k,Black,Male,Coll,331
MA,18-29,$20-40k,Black,Male,Post-Grad,30
MA,18-29,$20-40k,Black,Female,< HS,821
MA,18-29,$20-40k,Black,Female,HS,1110
MA,18-29,$20-40k,Black,Female,Some Coll,2001
MA,18-29,$20-40k,Black,Female,Coll,793
MA,18-29,$20-40k,Black,Female,Post-Grad,85
MA,18-29,$20-40k,Hispanic,Male,< HS,3018
MA,18-29,$20-40k,Hispanic,Male,HS,3757
MA,18-29,$20-40k,Hispanic,Male,Some Coll,1440
MA,18-29,$20-40k,Hispanic,Male,Coll,404
MA,18-29,$20-40k,Hispanic,Male,Post-Grad,43
MA,18-29,$20-40k,Hispanic,Female,< HS,1703
MA,18-29,$20-40k,Hispanic,Female,HS,3564
MA,18-29,$20-40k,Hispanic,Female,Some Coll,2984
MA,18-29,$20-40k,Hispanic,Female,Coll,833
MA,18-29,$20-40k,Hispanic,Female,Post-Grad,201
MA,18-29,$20-40k,Other,Male,< HS,292
MA,18-29,$20-40k,Other,Male,HS,981
MA,18-29,$20-40k,Other,Male,Some Coll,900
MA,18-29,$20-40k,Other,Male,Coll,631
MA,18-29,$20-40k,Other,Male,Post-Grad,344
MA,18-29,$20-40k,Other,Female,< HS,300
MA,18-29,$20-40k,Other,Female,HS,1115
MA,18-29,$20-40k,Other,Female,Some Coll,1077
MA,18-29,$20-40k,Other,Female,Coll,738
MA,18-29,$20-40k,Other,Female,Post-Grad,257
MA,18-29,$40-75k,White,Male,< HS,7969
MA,18-29,$40-75k,White,Male,HS,30536
MA,18-29,$40-75k,White,Male,Some Coll,21731
MA,18-29,$40-75k,White,Male,Coll,15742
MA,18-29,$40-75k,White,Male,Post-Grad,2623
MA,18-29,$40-75k,White,Female,< HS,5298
MA,18-29,$40-75k,White,Female,HS,22385
MA,18-29,$40-75k,White,Female,Some Coll,26390
MA,18-29,$40-75k,White,Female,Coll,21684
MA,18-29,$40-75k,White,Female,Post-Grad,6127
MA,18-29,$40-75k,Black,Male,< HS,1169
MA,18-29,$40-75k,Black,Male,HS,2123
MA,18-29,$40-75k,Black,Male,Some Coll,2637
MA,18-29,$40-75k,Black,Male,Coll,884
MA,18-29,$40-75k,Black,Male,Post-Grad,47
MA,18-29,$40-75k,Black,Female,< HS,958
MA,18-29,$40-75k,Black,Female,HS,1893
MA,18-29,$40-75k,Black,Female,Some Coll,3269
MA,18-29,$40-75k,Black,Female,Coll,1183
MA,18-29,$40-75k,Black,Female,Post-Grad,61
MA,18-29,$40-75k,Hispanic,Male,< HS,2537
MA,18-29,$40-75k,Hispanic,Male,HS,4306
MA,18-29,$40-75k,Hispanic,Male,Some Coll,2603
MA,18-29,$40-75k,Hispanic,Male,Coll,574
MA,18-29,$40-75k,Hispanic,Male,Post-Grad,146
MA,18-29,$40-75k,Hispanic,Female,< HS,1265
MA,18-29,$40-75k,Hispanic,Female,HS,3723
MA,18-29,$40-75k,Hispanic,Female,Some Coll,3287
MA,18-29,$40-75k,Hispanic,Female,Coll,1103
MA,18-29,$40-75k,Hispanic,Female,Post-Grad,245
MA,18-29,$40-75k,Other,Male,< HS,872
MA,18-29,$40-75k,Other,Male,HS,1584
MA,18-29,$40-75k,Other,Male,Some Coll,1960
MA,18-29,$40-75k,Other,Male,Coll,1747
MA,18-29,$40-75k,Other,Male,Post-Grad,636
MA,18-29,$40-75k,Other,Female,< HS,566
MA,18-29,$40-75k,Other,Female,HS,1836
MA,18-29,$40-75k,Other,Female,Some Coll,2365
MA,18-29,$40-75k,Other,Female,Coll,1999
MA,18-29,$40-75k,Other,Female,Post-Grad,457
MA,18-29,$75-150k,White,Male,< HS,10328
MA,18-29,$75-150k,White,Male,HS,41097
MA,18-29,$75-150k,White,Male,Some Coll,41251
MA,18-29,$75-150k,White,Male,Coll,31037
MA,18-29,$75-150k,White,Male,Post-Grad,5408
MA,18-29,$75-150k,White,Female,< HS,6792
MA,18-29,$75-150k,White,Female,HS,27157
MA,18-29,$75-150k,White,Female,Some Coll,39030
MA,18-29,$75-150k,White,Female,Coll,38789
MA,18-29,$75-150k,White,Female,Post-Grad,11260
MA,18-29,$75-150k,Black,Male,< HS,818
MA,18-29,$75-150k,Black,Male,HS,1672
MA,18-29,$75-150k,Black,Male,Some Coll,2198
MA,18-29,$75-150k,Black,Male,Coll,1243
MA,18-29,$75-150k,Black,Male,Post-Grad,84
MA,18-29,$75-150k,Black,Female,< HS,359
MA,18-29,$75-150k,Black,Female,HS,605
MA,18-29,$75-150k,Black,Female,Some Coll,2870
MA,18-29,$75-150k,Black,Female,Coll,1228
MA,18-29,$75-150k,Black,Female,Post-Grad,211
MA,18-29,$75-150k,Hispanic,Male,< HS,815
MA,18-29,$75-150k,Hispanic,Male,HS,3969
MA,18-29,$75-150k,Hispanic,Male,Some Coll,2762
MA,18-29,$75-150k,Hispanic,Male,Coll,1103
MA,18-29,$75-150k,Hispanic,Male,Post-Grad,352
MA,18-29,$75-150k,Hispanic,Female,< HS,592
MA,18-29,$75-150k,Hispanic,Female,HS,1581
MA,18-29,$75-150k,Hispanic,Female,Some Coll,2083
MA,18-29,$75-150k,Hispanic,Female,Coll,1655
MA,18-29,$75-150k,Hispanic,Female,Post-Grad,343
MA,18-29,$75-150k,Other,Male,< HS,902
MA,18-29,$75-150k,Other,Male,HS,2025
MA,18-29,$75-150k,Other,Male,Some Coll,2205
MA,18-29,$75-150k,Other,Male,Coll,2998
MA,18-29,$75-150k,Other,Male,Post-Grad,243
MA,18-29,$75-150k,Other,Female,< HS,743
MA,18-29,$75-150k,Other,Female,HS,1957
MA,18-29,$75-150k,Other,Female,Some Coll,2505
MA,18-29,$75-150k,Other,Female,Coll,2699
MA,18-29,$75-150k,Other,Female,Post-Grad,881
MA,18-29,$150k+,White,Male,< HS,2795
MA,18-29,$150k+,White,Male,HS,12420
MA,18-29,$150k+,White,Male,Some Coll,15383
MA,18-29,$150k+,White,Male,Coll,13142
MA,18-29,$150k+,White,Male,Post-Grad,2062
MA,18-29,$150k+,White,Female,< HS,2181
MA,18-29,$150k+,White,Female,HS,8188
MA,18-29,$150k+,White,Female,Some Coll,14396
MA,18-29,$150k+,White,Female,Coll,14979
MA,18-29,$150k+,White,Female,Post-Grad,3215
MA,18-29,$150k+,Black,Male,< HS,160
MA,18-29,$150k+,Black,Male,HS,424
MA,18-29,$150k+,Black,Male,Some Coll,895
MA,18-29,$150k+,Black,Male,Coll,439
MA,18-29,$150k+,Black,Male,Post-Grad,88
MA,18-29,$150k+,Black,Female,< HS,0
MA,18-29,$150k+,Black,Female,HS,157
MA,18-29,$150k+,Black,Female,Some Coll,415
MA,18-29,$150k+,Black,Female,Coll,310
MA,18-29,$150k+,Black,Female,Post-Grad,228
MA,18-29,$150k+,Hispanic,Male,< HS,129
MA,18-29,$150k+,Hispanic,Male,HS,666
MA,18-29,$150k+,Hispanic,Male,Some Coll,836
MA,18-29,$150k+,Hispanic,Male,Coll,458
MA,18-29,$150k+,Hispanic,Male,Post-Grad,60
MA,18-29,$150k+,Hispanic,Female,< HS,111
MA,18-29,$150k+,Hispanic,Female,HS,247
MA,18-29,$150k+,Hispanic,Female,Some Coll,387
MA,18-29,$150k+,Hispanic,Female,Coll,468
MA,18-29,$150k+,Hispanic,Female,Post-Grad,91
MA,18-29,$150k+,Other,Male,< HS,251
MA,18-29,$150k+,Other,Male,HS,987
MA,18-29,$150k+,Other,Male,Some Coll,633
MA,18-29,$150k+,Other,Male,Coll,1369
MA,18-29,$150k+,Other,Male,Post-Grad,412
MA,18-29,$150k+,Other,Female,< HS,220
MA,18-29,$150k+,Other,Female,HS,401
MA,18-29,$150k+,Other,Female,Some Coll,565
MA,18-29,$150k+,Other,Female,Coll,680
MA,18-29,$150k+,Other,Female,Post-Grad,261
MA,30-44,$0-20k,White,Male,< HS,4045
MA,30-44,$0-20k,White,Male,HS,8526
MA,30-44,$0-20k,White,Male,Some Coll,4197
MA,30-44,$0-20k,White,Male,Coll,3253
MA,30-44,$0-20k,White,Male,Post-Grad,1014
MA,30-44,$0-20k,White,Female,< HS,4220
MA,30-44,$0-20k,White,Female,HS,11532
MA,30-44,$0-20k,White,Female,Some Coll,10481
MA,30-44,$0-20k,White,Female,Coll,3602
MA,30-44,$0-20k,White,Female,Post-Grad,2063
MA,30-44,$0-20k,Black,Male,< HS,767
MA,30-44,$0-20k,Black,Male,HS,757
MA,30-44,$0-20k,Black,Male,Some Coll,657
MA,30-44,$0-20k,Black,Male,Coll,120
MA,30-44,$0-20k,Black,Male,Post-Grad,106
MA,30-44,$0-20k,Black,Female,< HS,854
MA,30-44,$0-20k,Black,Female,HS,2882
MA,30-44,$0-20k,Black,Female,Some Coll,2030
MA,30-44,$0-20k,Black,Female,Coll,374
MA,30-44,$0-20k,Black,Female,Post-Grad,29
MA,30-44,$0-20k,Hispanic,Male,< HS,2206
MA,30-44,$0-20k,Hispanic,Male,HS,3250
MA,30-44,$0-20k,Hispanic,Male,Some Coll,597
MA,30-44,$0-20k,Hispanic,Male,Coll,95
MA,30-44,$0-20k,Hispanic,Male,Post-Grad,123
MA,30-44,$0-20k,Hispanic,Female,< HS,3406
MA,30-44,$0-20k,Hispanic,Female,HS,4112
MA,30-44,$0-20k,Hispanic,Female,Some Coll,3111
MA,30-44,$0-20k,Hispanic,Female,Coll,416
MA,30-44,$0-20k,Hispanic,Female,Post-Grad,159
MA,30-44,$0-20k,Other,Male,< HS,674
MA,30-44,$0-20k,Other,Male,HS,867
MA,30-44,$0-20k,Other,Male,Some Coll,316
MA,30-44,$0-20k,Other,Male,Coll,303
MA,30-44,$0-20k,Other,Male,Post-Grad,124
MA,30-44,$0-20k,Other,Female,< HS,557
MA,30-44,$0-20k,Other,Female,HS,964
MA,30-44,$0-20k,Other,Female,Some Coll,849
MA,30-44,$0-20k,Other,Female,Coll,443
MA,30-44,$0-20k,Other,Female,Post-Grad,45
MA,30-44,$20-40k,White,Male,< HS,6131
MA,30-44,$20-40k,White,Male,HS,17737
MA,30-44,$20-40k,White,Male,Some Coll,11120
MA,30-44,$20-40k,White,Male,Coll,6753
MA,30-44,$20-40k,White,Male,Post-Grad,2658
MA,30-44,$20-40k,White,Female,< HS,4314
MA,30-44,$20-40k,White,Female,HS,16185
MA,30-44,$20-40k,White,Female,Some Coll,16141
MA,30-44,$20-40k,White,Female,Coll,8929
MA,30-44,$20-40k,White,Female,Post-Grad,3270
MA,30-44,$20-40k,Black,Male,< HS,720
MA,30-44,$20-40k,Black,Male,HS,1828
MA,30-44,$20-40k,Black,Male,Some Coll,1270
MA,30-44,$20-40k,Black,Male,Coll,436
MA,30-44,$20-40k,Black,Male,Post-Grad,156
MA,30-44,$20-40k,Black,Female,< HS,444
MA,30-44,$20-40k,Black,Female,HS,2325
MA,30-44,$20-40k,Black,Female,Some Coll,3302
MA,30-44,$20-40k,Black,Female,Coll,673
MA,30-44,$20-40k,Black,Female,Post-Grad,162
MA,30-44,$20-40k,Hispanic,Male,< HS,2166
MA,30-44,$20-40k,Hispanic,Male,HS,2358
MA,30-44,$20-40k,Hispanic,Male,Some Coll,1058
MA,30-44,$20-40k,Hispanic,Male,Coll,263
MA,30-44,$20-40k,Hispanic,Male,Post-Grad,227
MA,30-44,$20-40k,Hispanic,Female,< HS,2378
MA,30-44,$20-40k,Hispanic,Female,HS,3423
MA,30-44,$20-40k,Hispanic,Female,Some Coll,2540
MA,30-44,$20-40k,Hispanic,Female,Coll,670
MA,30-44,$20-40k,Hispanic,Female,Post-Grad,41
MA,30-44,$20-40k,Other,Male,< HS,551
MA,30-44,$20-40k,Other,Male,HS,1240
MA,30-44,$20-40k,Other,Male,Some Coll,616
MA,30-44,$20-40k,Other,Male,Coll,603
MA,30-44,$20-40k,Other,Male,Post-Grad,283
MA,30-44,$20-40k,Other,Female,< HS,1023
MA,30-44,$20-40k,Other,Female,HS,1517
MA,30-44,$20-40k,Other,Female,Some Coll,651
MA,30-44,$20-40k,Other,Female,Coll,511
MA,30-44,$20-40k,Other,Female,Post-Grad,493
MA,30-44,$40-75k,White,Male,< HS,8366
MA,30-44,$40-75k,White,Male,HS,50659
MA,30-44,$40-75k,White,Male,Some Coll,34073
MA,30-44,$40-75k,White,Male,Coll,26894
MA,30-44,$40-75k,White,Male,Post-Grad,10437
MA,30-44,$40-75k,White,Female,< HS,4625
MA,30-44,$40-75k,White,Female,HS,37840
MA,30-44,$40-75k,White,Female,Some Coll,41999
MA,30-44,$40-75k,White,Female,Coll,33442
MA,30-44,$40-75k,White,Female,Post-Grad,19347
MA,30-44,$40-75k,Black,Male,< HS,728
MA,30-44,$40-75k,Black,Male,HS,3254
MA,30-44,$40-75k,Black,Male,Some Coll,4094
MA,30-44,$40-75k,Black,Male,Coll,1643
MA,30-44,$40-75k,Black,Male,Post-Grad,374
MA,30-44,$40-75k,Black,Female,< HS,468
MA,30-44,$40-75k,Black,Female,HS,2387
MA,30-44,$40-75k,Black,Female,Some Coll,4205
MA,30-44,$40-75k,Black,Female,Coll,1638
MA,30-44,$40-75k,Black,Female,Post-Grad,1359
MA,30-44,$40-75k,Hispanic,Male,< HS,2323
MA,30-44,$40-75k,Hispanic,Male,HS,3835
MA,30-44,$40-75k,Hispanic,Male,Some Coll,3780
MA,30-44,$40-75k,Hispanic,Male,Coll,757
MA,30-44,$40-75k,Hispanic,Male,Post-Grad,763
MA,30-44,$40-75k,Hispanic,Female,< HS,816
MA,30-44,$40-75k,Hispanic,Female,HS,3061
MA,30-44,$40-75k,Hispanic,Female,Some Coll,4028
MA,30-44,$40-75k,Hispanic,Female,Coll,1455
MA,30-44,$40-75k,Hispanic,Female,Post-Grad,811
MA,30-44,$40-75k,Other,Male,< HS,1654
MA,30-44,$40-75k,Other,Male,HS,2235
MA,30-44,$40-75k,Other,Male,Some Coll,1503
MA,30-44,$40-75k,Other,Male,Coll,2004
MA,30-44,$40-75k,Other,Male,Post-Grad,912
MA,30-44,$40-75k,Other,Female,< HS,1002
MA,30-44,$40-75k,Other,Female,HS,1796
MA,30-44,$40-75k,Other,Female,Some Coll,2235
MA,30-44,$40-75k,Other,Female,Coll,1628
MA,30-44,$40-75k,Other,Female,Post-Grad,1253
MA,30-44,$75-150k,White,Male,< HS,7645
MA,30-44,$75-150k,White,Male,HS,55372
MA,30-44,$75-150k,White,Male,Some Coll,47734
MA,30-44,$75-150k,White,Male,Coll,68174
MA,30-44,$75-150k,White,Male,Post-Grad,34782
MA,30-44,$75-150k,White,Female,< HS,3566
MA,30-44,$75-150k,White,Female,HS,35487
MA,30-44,$75-150k,White,Female,Some Coll,61340
MA,30-44,$75-150k,White,Female,Coll,77705
MA,30-44,$75-150k,White,Female,Post-Grad,45124
MA,30-44,$75-150k,Black,Male,< HS,253
MA,30-44,$75-150k,Black,Male,HS,2098
MA,30-44,$75-150k,Black,Male,Some Coll,2376
MA,30-44,$75-150k,Black,Male,Coll,1375
MA,30-44,$75-150k,Black,Male,Post-Grad,803
MA,30-44,$75-150k,Black,Female,< HS,178
MA,30-44,$75-150k,Black,Female,HS,1115
MA,30-44,$75-150k,Black,Female,Some Coll,2536
MA,30-44,$75-150k,Black,Female,Coll,1921
MA,30-44,$75-150k,Black,Female,Post-Grad,972
MA,30-44,$75-150k,Hispanic,Male,< HS,853
MA,30-44,$75-150k,Hispanic,Male,HS,3670
MA,30-44,$75-150k,Hispanic,Male,Some Coll,2288
MA,30-44,$75-150k,Hispanic,Male,Coll,2061
MA,30-44,$75-150k,Hispanic,Male,Post-Grad,951
MA,30-44,$75-150k,Hispanic,Female,< HS,509
MA,30-44,$75-150k,Hispanic,Female,HS,1544
MA,30-44,$75-150k,Hispanic,Female,Some Coll,3382
MA,30-44,$75-150k,Hispanic,Female,Coll,1372
MA,30-44,$75-150k,Hispanic,Female,Post-Grad,1499
MA,30-44,$75-150k,Other,Male,< HS,812
MA,30-44,$75-150k,Other,Male,HS,1622
MA,30-44,$75-150k,Other,Male,Some Coll,2539
MA,30-44,$75-150k,Other,Male,Coll,3461
MA,30-44,$75-150k,Other,Male,Post-Grad,3130
MA,30-44,$75-150k,Other,Female,< HS,515
MA,30-44,$75-150k,Other,Female,HS,1137
MA,30-44,$75-150k,Other,Female,Some Coll,2505
MA,30-44,$75-150k,Other,Female,Coll,3721
MA,30-44,$75-150k,Other,Female,Post-Grad,2449
MA,30-44,$150k+,White,Male,< HS,957
MA,30-44,$150k+,White,Male,HS,7419
MA,30-44,$150k+,White,Male,Some Coll,10441
MA,30-44,$150k+,White,Male,Coll,30997
MA,30-44,$150k+,White,Male,Post-Grad,26723
MA,30-44,$150k+,White,Female,< HS,686
MA,30-44,$150k+,White,Female,HS,4179
MA,30-44,$150k+,White,Female,Some Coll,11316
MA,30-44,$150k+,White,Female,Coll,31733
MA,30-44,$150k+,White,Female,Post-Grad,27665
MA,30-44,$150k+,Black,Male,< HS,63
MA,30-44,$150k+,Black,Male,HS,251
MA,30-44,$150k+,Black,Male,Some Coll,509
MA,30-44,$150k+,Black,Male,Coll,732
MA,30-44,$150k+,Black,Male,Post-Grad,453
MA,30-44,$150k+,Black,Female,< HS,31
MA,30-44,$150k+,Black,Female,HS,194
MA,30-44,$150k+,Black,Female,Some Coll,428
MA,30-44,$150k+,Black,Female,Coll,367
MA,30-44,$150k+,Black,Female,Post-Grad,599
MA,30-44,$150k+,Hispanic,Male,< HS,50
MA,30-44,$150k+,Hispanic,Male,HS,198
MA,30-44,$150k+,Hispanic,Male,Some Coll,77
MA,30-44,$150k+,Hispanic,Male,Coll,241
MA,30-44,$150k+,Hispanic,Male,Post-Grad,647
MA,30-44,$150k+,Hispanic,Female,< HS,30
MA,30-44,$150k+,Hispanic,Female,HS,180
MA,30-44,$150k+,Hispanic,Female,Some Coll,376
MA,30-44,$150k+,Hispanic,Female,Coll,363
MA,30-44,$150k+,Hispanic,Female,Post-Grad,787
MA,30-44,$150k+,Other,Male,< HS,292
MA,30-44,$150k+,Other,Male,HS,588
MA,30-44,$150k+,Other,Male,Some Coll,221
MA,30-44,$150k+,Other,Male,Coll,1256
MA,30-44,$150k+,Other,Male,Post-Grad,4085
MA,30-44,$150k+,Other,Female,< HS,92
MA,30-44,$150k+,Other,Female,HS,434
MA,30-44,$150k+,Other,Female,Some Coll,303
MA,30-44,$150k+,Other,Female,Coll,2108
MA,30-44,$150k+,Other,Female,Post-Grad,3189
MA,45-64,$0-20k,White,Male,< HS,8324
MA,45-64,$0-20k,White,Male,HS,14649
MA,45-64,$0-20k,White,Male,Some Coll,9031
MA,45-64,$0-20k,White,Male,Coll,5448
MA,45-64,$0-20k,White,Male,Post-Grad,2918
MA,45-64,$0-20k,White,Female,< HS,10409
MA,45-64,$0-20k,White,Female,HS,18158
MA,45-64,$0-20k,White,Female,Some Coll,13518
MA,45-64,$0-20k,White,Female,Coll,6689
MA,45-64,$0-20k,White,Female,Post-Grad,3592
MA,45-64,$0-20k,Black,Male,< HS,1302
MA,45-64,$0-20k,Black,Male,HS,1885
MA,45-64,$0-20k,Black,Male,Some Coll,644
MA,45-64,$0-20k,Black,Male,Coll,80
MA,45-64,$0-20k,Black,Male,Post-Grad,159
MA,45-64,$0-20k,Black,Female,< HS,2217
MA,45-64,$0-20k,Black,Female,HS,2250
MA,45-64,$0-20k,Black,Female,Some Coll,1996
MA,45-64,$0-20k,Black,Female,Coll,401
MA,45-64,$0-20k,Black,Female,Post-Grad,167
MA,45-64,$0-20k,Hispanic,Male,< HS,3429
MA,45-64,$0-20k,Hispanic,Male,HS,1210
MA,45-64,$0-20k,Hispanic,Male,Some Coll,653
MA,45-64,$0-20k,Hispanic,Male,Coll,388
MA,45-64,$0-20k,Hispanic,Male,Post-Grad,83
MA,45-64,$0-20k,Hispanic,Female,< HS,5931
MA,45-64,$0-20k,Hispanic,Female,HS,4043
MA,45-64,$0-20k,Hispanic,Female,Some Coll,1547
MA,45-64,$0-20k,Hispanic,Female,Coll,301
MA,45-64,$0-20k,Hispanic,Female,Post-Grad,172
MA,45-64,$0-20k,Other,Male,< HS,875
MA,45-64,$0-20k,Other,Male,HS,708
MA,45-64,$0-20k,Other,Male,Some Coll,659
MA,45-64,$0-20k,Other,Male,Coll,482
MA,45-64,$0-20k,Other,Male,Post-Grad,219
MA,45-64,$0-20k,Other,Female,< HS,1380
MA,45-64,$0-20k,Other,Female,HS,1220
MA,45-64,$0-20k,Other,Female,Some Coll,829
MA,45-64,$0-20k,Other,Female,Coll,384
MA,45-64,$0-20k,Other,Female,Post-Grad,244
MA,45-64,$20-40k,White,Male,< HS,9264
MA,45-64,$20-40k,White,Male,HS,23439
MA,45-64,$20-40k,White,Male,Some Coll,17337
MA,45-64,$20-40k,White,Male,Coll,9943
MA,45-64,$20-40k,White,Male,Post-Grad,5761
MA,45-64,$20-40k,White,Female,< HS,9127
MA,45-64,$20-40k,White,Female,HS,29238
MA,45-64,$20-40k,White,Female,Some Coll,26816
MA,45-64,$20-40k,White,Female,Coll,11753
MA,45-64,$20-40k,White,Female,Post-Grad,6355
MA,45-64,$20-40k,Black,Male,< HS,724
MA,45-64,$20-40k,Black,Male,HS,2032
MA,45-64,$20-40k,Black,Male,Some Coll,1188
MA,45-64,$20-40k,Black,Male,Coll,143
MA,45-64,$20-40k,Black,Male,Post-Grad,165
MA,45-64,$20-40k,Black,Female,< HS,810
MA,45-64,$20-40k,Black,Female,HS,2319
MA,45-64,$20-40k,Black,Female,Some Coll,1172
MA,45-64,$20-40k,Black,Female,Coll,435
MA,45-64,$20-40k,Black,Female,Post-Grad,233
MA,45-64,$20-40k,Hispanic,Male,< HS,2528
MA,45-64,$20-40k,Hispanic,Male,HS,1506
MA,45-64,$20-40k,Hispanic,Male,Some Coll,503
MA,45-64,$20-40k,Hispanic,Male,Coll,348
MA,45-64,$20-40k,Hispanic,Male,Post-Grad,28
MA,45-64,$20-40k,Hispanic,Female,< HS,2757
MA,45-64,$20-40k,Hispanic,Female,HS,1788
MA,45-64,$20-40k,Hispanic,Female,Some Coll,1390
MA,45-64,$20-40k,Hispanic,Female,Coll,455
MA,45-64,$20-40k,Hispanic,Female,Post-Grad,25
MA,45-64,$20-40k,Other,Male,< HS,1235
MA,45-64,$20-40k,Other,Male,HS,934
MA,45-64,$20-40k,Other,Male,Some Coll,357
MA,45-64,$20-40k,Other,Male,Coll,318
MA,45-64,$20-40k,Other,Male,Post-Grad,79
MA,45-64,$20-40k,Other,Female,< HS,899
MA,45-64,$20-40k,Other,Female,HS,1077
MA,45-64,$20-40k,Other,Female,Some Coll,890
MA,45-64,$20-40k,Other,Female,Coll,432
MA,45-64,$20-40k,Other,Female,Post-Grad,416
MA,45-64,$40-75k,White,Male,< HS,16077
MA,45-64,$40-75k,White,Male,HS,58945
MA,45-64,$40-75k,White,Male,Some Coll,44974
MA,45-64,$40-75k,White,Male,Coll,28040
MA,45-64,$40-75k,White,Male,Post-Grad,13501
MA,45-64,$40-75k,White,Female,< HS,12107
MA,45-64,$40-75k,White,Female,HS,57940
MA,45-64,$40-75k,White,Female,Some Coll,58254
MA,45-64,$40-75k,White,Female,Coll,29388
MA,45-64,$40-75k,White,Female,Post-Grad,22789
MA,45-64,$40-75k,Black,Male,< HS,1275
MA,45-64,$40-75k,Black,Male,HS,3199
MA,45-64,$40-75k,Black,Male,Some Coll,1739
MA,45-64,$40-75k,Black,Male,Coll,1135
MA,45-64,$40-75k,Black,Male,Post-Grad,863
MA,45-64,$40-75k,Black,Female,< HS,1326
MA,45-64,$40-75k,Black,Female,HS,3070
MA,45-64,$40-75k,Black,Female,Some Coll,2968
MA,45-64,$40-75k,Black,Female,Coll,1377
MA,45-64,$40-75k,Black,Female,Post-Grad,541
MA,45-64,$40-75k,Hispanic,Male,< HS,1845
MA,45-64,$40-75k,Hispanic,Male,HS,2262
MA,45-64,$40-75k,Hispanic,Male,Some Coll,1193
MA,45-64,$40-75k,Hispanic,Male,Coll,467
MA,45-64,$40-75k,Hispanic,Male,Post-Grad,348
MA,45-64,$40-75k,Hispanic,Female,< HS,1148
MA,45-64,$40-75k,Hispanic,Female,HS,2528
MA,45-64,$40-75k,Hispanic,Female,Some Coll,2360
MA,45-64,$40-75k,Hispanic,Female,Coll,519
MA,45-64,$40-75k,Hispanic,Female,Post-Grad,701
MA,45-64,$40-75k,Other,Male,< HS,1497
MA,45-64,$40-75k,Other,Male,HS,1905
MA,45-64,$40-75k,Other,Male,Some Coll,1356
MA,45-64,$40-75k,Other,Male,Coll,978
MA,45-64,$40-75k,Other,Male,Post-Grad,709
MA,45-64,$40-75k,Other,Female,< HS,1701
MA,45-64,$40-75k,Other,Female,HS,1853
MA,45-64,$40-75k,Other,Female,Some Coll,1571
MA,45-64,$40-75k,Other,Female,Coll,1331
MA,45-64,$40-75k,Other,Female,Post-Grad,820
MA,45-64,$75-150k,White,Male,< HS,12712
MA,45-64,$75-150k,White,Male,HS,69678
MA,45-64,$75-150k,White,Male,Some Coll,70224
MA,45-64,$75-150k,White,Male,Coll,67208
MA,45-64,$75-150k,White,Male,Post-Grad,53148
MA,45-64,$75-150k,White,Female,< HS,10095
MA,45-64,$75-150k,White,Female,HS,63378
MA,45-64,$75-150k,White,Female,Some Coll,79685
MA,45-64,$75-150k,White,Female,Coll,65228
MA,45-64,$75-150k,White,Female,Post-Grad,52626
MA,45-64,$75-150k,Black,Male,< HS,1162
MA,45-64,$75-150k,Black,Male,HS,1629
MA,45-64,$75-150k,Black,Male,Some Coll,3107
MA,45-64,$75-150k,Black,Male,Coll,1044
MA,45-64,$75-150k,Black,Male,Post-Grad,1087
MA,45-64,$75-150k,Black,Female,< HS,987
MA,45-64,$75-150k,Black,Female,HS,2664
MA,45-64,$75-150k,Black,Female,Some Coll,2319
MA,45-64,$75-150k,Black,Female,Coll,1698
MA,45-64,$75-150k,Black,Female,Post-Grad,1356
MA,45-64,$75-150k,Hispanic,Male,< HS,1630
MA,45-64,$75-150k,Hispanic,Male,HS,1825
MA,45-64,$75-150k,Hispanic,Male,Some Coll,785
MA,45-64,$75-150k,Hispanic,Male,Coll,881
MA,45-64,$75-150k,Hispanic,Male,Post-Grad,837
MA,45-64,$75-150k,Hispanic,Female,< HS,397
MA,45-64,$75-150k,Hispanic,Female,HS,1481
MA,45-64,$75-150k,Hispanic,Female,Some Coll,1350
MA,45-64,$75-150k,Hispanic,Female,Coll,834
MA,45-64,$75-150k,Hispanic,Female,Post-Grad,1116
MA,45-64,$75-150k,Other,Male,< HS,1109
MA,45-64,$75-150k,Other,Male,HS,1532
MA,45-64,$75-150k,Other,Male,Some Coll,1710
MA,45-64,$75-150k,Other,Male,Coll,2203
MA,45-64,$75-150k,Other,Male,Post-Grad,2413
MA,45-64,$75-150k,Other,Female,< HS,1556
MA,45-64,$75-150k,Other,Female,HS,1656
MA,45-64,$75-150k,Other,Female,Some Coll,2192
MA,45-64,$75-150k,Other,Female,Coll,2164
MA,45-64,$75-150k,Other,Female,Post-Grad,1604
MA,45-64,$150k+,White,Male,< HS,2301
MA,45-64,$150k+,White,Male,HS,12754
MA,45-64,$150k+,White,Male,Some Coll,18495
MA,45-64,$150k+,White,Male,Coll,39917
MA,45-64,$150k+,White,Male,Post-Grad,57173
MA,45-64,$150k+,White,Female,< HS,1482
MA,45-64,$150k+,White,Female,HS,13745
MA,45-64,$150k+,White,Female,Some Coll,25528
MA,45-64,$150k+,White,Female,Coll,40407
MA,45-64,$150k+,White,Female,Post-Grad,45069
MA,45-64,$150k+,Black,Male,< HS,210
MA,45-64,$150k+,Black,Male,HS,453
MA,45-64,$150k+,Black,Male,Some Coll,663
MA,45-64,$150k+,Black,Male,Coll,437
MA,45-64,$150k+,Black,Male,Post-Grad,605
